tanggal,channel,campaign,tayangan,klik,biaya,konversi,pendapatan,engagement
2026-08-10,Email,EM-Winback-90d,70515,2949,3.691.632,178.11,42322975,3088
2026-08-10,Marketplace,MP-Flash-Sale,308539,6439,8.348.324,372.3,51232060,10038
2026-08-10,Marketplace,MP-Sponsored-Product,293882,5270,5.475.167,271.41,36763114,15842
2026-08-10,Marketplace,MP-Affiliate-KOL,434923,9788,12.175.465,522.45,71563374,10362
2026-08-11,Instagram,IG-Prospecting-Video,505815,10453,35.077.110,234.02,44229064,16734
2026-08-11,Instagram,IG-Retargeting-Carousel,313553,5909,16.251.449,195.71,36230336,20615
2026-08-11,Instagram,IG-Brand-Awareness,275895,4852,13.349.330,126.5,24450848,17386
2026-08-11,TikTok,TT-Spark-Ads-KOL,483630,11568,22.169.133,181.09,24397183,12318
2026-08-11,TikTok,TT-Non-Branded-UGC,783814,20206,36.108.694,408.77,61998199,35534
2026-08-11,TikTok,TT-Live-Shopping,518318,14783,25.433.362,305.96,48149371,18672
2026-08-11,Google Ads,GAD-Search-Brand,56201,1977,13.784.026,78.21,18013644,3629
2026-08-11,Google Ads,GAD-Search-NonBrand,117267,3410,21.176.636,135.57,39291209,3797
2026-08-11,Google Ads,GAD-PMax-Catalog,212535,7670,46.938.076,253.22,65700771,4460
2026-08-11,YouTube,YT-Instream-Skippable,75659,823,2.213.687,12.24,2425644,4146
2026-08-11,YouTube,YT-Shorts-Bumper,129585,1171,2.871.202,15.81,3762046,3240
2026-08-11,Email,EM-Newsletter-Mingguan,62003,2855,3.261.443,170.48,43582041,2366
2026-08-11,Email,EM-Abandoned-Cart,49217,2579,3.410.177,155.56,38736112,1691
2026-08-11,Email,EM-Winback-90d,26242,1160,1.493.212,51.71,10948762,1633
2026-08-11,Marketplace,MP-Flash-Sale,127313,2211,2.633.283,168.47,24112437,7611
2026-08-11,Marketplace,MP-Sponsored-Product,315942,7442,9.037.320,470.62,67111682,12674
2026-08-11,Marketplace,MP-Affiliate-KOL,324866,7541,7.742.422,409.91,69646483,20511
2026-08-12,Instagram,IG-Prospecting-Video,345172,7566,23.973.833,227.84,49653685,16097
2026-08-12,Instagram,IG-Retargeting-Carousel,440924,7941,26.377.037,219.13,41868795,16849
2026-08-12,Instagram,IG-Brand-Awareness,166548,3310,10.385.173,78.75,14007636,10244
2026-08-12,TikTok,TT-Spark-Ads-KOL,238804,5531,10.391.144,126.42,15681638,11955
2026-08-12,TikTok,TT-Non-Branded-UGC,463208,9747,19.266.941,163.91,21905530,22230
2026-08-12,TikTok,TT-Live-Shopping,591790,11573,18.558.656,184.18,22863888,35612
2026-08-12,Google Ads,GAD-Search-Brand,184516,6527,42.242.456,350.89,80588140,11621
2026-08-12,Google Ads,GAD-Search-NonBrand,82912,2948,18.625.831,154.18,40377414,4384
2026-08-12,Google Ads,GAD-PMax-Catalog,94405,3189,18.315.576,110.81,32876622,6292
2026-08-12,YouTube,YT-Instream-Skippable,114124,1279,2.841.460,22.61,5505165,3641
2026-08-12,YouTube,YT-Shorts-Bumper,56319,498,1.156.892,7.48,1745943,1791
2026-08-12,Email,EM-Newsletter-Mingguan,42208,1689,1.990.329,110.57,24919178,2088
2026-08-12,Email,EM-Abandoned-Cart,50708,2751,3.225.998,129.66,33886435,3457
2026-08-12,Email,EM-Winback-90d,92792,4035,5.308.210,235.31,48420380,6341
2026-08-12,Marketplace,MP-Flash-Sale,366403,8194,10.394.970,664.66,116011405,11719
2026-08-12,Marketplace,MP-Sponsored-Product,285525,7096,9.312.408,431.22,59668611,18087
2026-08-12,Marketplace,MP-Affiliate-KOL,402967,9849,13.514.149,609.02,88680439,9878
2026-08-13,Instagram,IG-Prospecting-Video,451781,7390,26.597.465,238.17,47189509,28902
2026-08-13,Instagram,IG-Retargeting-Carousel,457838,6891,24.188.548,219.75,47937497,19941
2026-08-13,Instagram,IG-Brand-Awareness,350947,7057,24.752.199,226.09,47621804,19275
2026-08-13,TikTok,TT-Spark-Ads-KOL,592968,14813,28.564.526,336.99,44867032,12670
2026-08-13,TikTok,TT-Non-Branded-UGC,274476,6930,11.112.786,156.05,20396782,14112
2026-08-13,TikTok,TT-Live-Shopping,400597,8298,17.041.772,163.03,24548310,23298
2026-08-13,Google Ads,GAD-Search-Brand,268971,9314,60.149.008,362.12,107461374,8885
2026-08-13,Google Ads,GAD-Search-NonBrand,241633,8388,53.124.065,302.72,74124173,15421
2026-08-13,Google Ads,GAD-PMax-Catalog,312062,8608,63.052.830,459.67,132613762,16019
2026-08-13,YouTube,YT-Instream-Skippable,177666,1484,3.207.922,23.6,4907613,7363
2026-08-13,YouTube,YT-Shorts-Bumper,58418,526,1.116.733,9.35,2163555,2439
2026-08-13,Email,EM-Newsletter-Mingguan,81700,4019,5.132.036,167.09,36761836,5155
2026-08-13,Email,EM-Abandoned-Cart,67872,3115,4.137.360,130.52,33204568,4735
2026-08-13,Email,EM-Winback-90d,41179,1832,1.965.269,91.08,20801546,1363
2026-08-13,Marketplace,MP-Flash-Sale,382605,7616,9.024.173,548.99,72636649,10200
2026-08-13,Marketplace,MP-Sponsored-Product,238857,5391,6.873.625,394.13,67664869,7837
2026-08-13,Marketplace,MP-Affiliate-KOL,116002,2273,3.061.880,127.9,23767418,7768
2026-08-14,Instagram,IG-Prospecting-Video,588702,11972,35.480.404,241.25,47617019,20678
2026-08-14,Instagram,IG-Retargeting-Carousel,291834,6410,21.006.444,176.28,30690847,13187
2026-08-14,Instagram,IG-Brand-Awareness,626733,9887,31.928.696,237.67,39555971,16196
2026-08-14,TikTok,TT-Spark-Ads-KOL,223739,6168,11.927.960,141.7,21962905,7640
2026-08-14,TikTok,TT-Non-Branded-UGC,975387,25859,43.934.257,439.76,67476898,34897
2026-08-14,TikTok,TT-Live-Shopping,1131253,23363,44.039.026,541.18,80677992,25635
2026-08-14,Google Ads,GAD-Search-Brand,85988,2171,14.981.691,81.43,21882535,5999
2026-08-14,Google Ads,GAD-Search-NonBrand,226418,6616,42.813.846,316.77,86808520,14104
2026-08-14,Google Ads,GAD-PMax-Catalog,222720,5782,33.981.735,298.08,72609079,10120
2026-08-14,YouTube,YT-Instream-Skippable,80223,788,2.159.419,11.82,2566468,3894
2026-08-14,YouTube,YT-Shorts-Bumper,75308,792,2.122.203,12.45,2245550,4072
2026-08-14,Email,EM-Newsletter-Mingguan,63945,3048,4.027.061,197.9,42927312,1538
2026-08-14,Email,EM-Abandoned-Cart,81361,3674,4.533.169,238.96,48863828,5572
2026-08-14,Email,EM-Winback-90d,75286,3221,4.136.413,189.28,53833956,3648
2026-08-14,Marketplace,MP-Flash-Sale,153304,3404,3.540.516,202.14,27407017,10363
2026-08-14,Marketplace,MP-Sponsored-Product,238328,4360,5.806.075,357.41,48818125,14923
2026-08-14,Marketplace,MP-Affiliate-KOL,181308,3480,4.368.933,259.22,35848323,8076
2026-08-15,Instagram,IG-Prospecting-Video,462262,7902,22.490.083,231.5,46378489,28477
2026-08-15,Instagram,IG-Retargeting-Carousel,462025,9865,32.165.778,259.58,47930483,26716
2026-08-15,Instagram,IG-Brand-Awareness,666156,11999,33.103.261,307.08,55083488,28762
2026-08-15,TikTok,TT-Spark-Ads-KOL,561112,11609,21.707.741,225.51,30768753,19378
2026-08-15,TikTok,TT-Non-Branded-UGC,861522,20491,32.765.803,323.82,49841027,53481
2026-08-15,TikTok,TT-Live-Shopping,780096,15335,23.836.392,230.79,27042519,32176
2026-08-15,Google Ads,GAD-Search-Brand,112860,3594,21.645.893,134.27,31615381,5098
2026-08-15,Google Ads,GAD-Search-NonBrand,118867,3213,20.211.039,114.72,27028810,7588
2026-08-15,Google Ads,GAD-PMax-Catalog,170907,5203,35.073.957,244.44,61761356,11679
2026-08-15,YouTube,YT-Instream-Skippable,167862,1394,3.449.571,22.65,5494653,4250
2026-08-15,YouTube,YT-Shorts-Bumper,109709,882,2.103.290,10.43,2392643,6960
2026-08-15,Email,EM-Newsletter-Mingguan,114713,5249,7.194.047,291.83,68375357,6159
2026-08-15,Email,EM-Abandoned-Cart,82787,3508,3.595.271,146.47,31257417,1721
2026-08-15,Email,EM-Winback-90d,125432,5099,6.393.395,287.8,69245284,6435
2026-08-15,Marketplace,MP-Flash-Sale,461236,8915,10.614.088,573.32,76213907,13055
2026-08-15,Marketplace,MP-Sponsored-Product,222763,5546,7.373.565,358.25,58573713,6698
2026-08-15,Marketplace,MP-Affiliate-KOL,460690,7937,9.896.597,383.16,65303892,31776
2026-08-16,Instagram,IG-Prospecting-Video,722964,13888,41.650.805,380.89,71917538,32031
2026-08-16,Instagram,IG-Retargeting-Carousel,533699,10579,33.730.105,329.84,67122685,24772
2026-08-16,Instagram,IG-Brand-Awareness,385333,5884,18.360.821,189.87,35675675,17240
2026-08-16,TikTok,TT-Spark-Ads-KOL,1228382,31810,53.617.155,460.21,55722572,45686
2026-08-16,TikTok,TT-Non-Branded-UGC,487007,13601,25.231.086,242.01,36573414,25737
2026-08-16,TikTok,TT-Live-Shopping,401123,10441,20.671.650,253.51,36326734,22755
2026-08-16,Google Ads,GAD-Search-Brand,345358,12182,74.012.398,558.7,166537387,18426
2026-08-16,Google Ads,GAD-Search-NonBrand,104525,3377,21.399.292,114.26,36678510,3677
2026-08-16,Google Ads,GAD-PMax-Catalog,117704,2946,18.324.847,152.72,37062310,7227
2026-08-16,YouTube,YT-Instream-Skippable,160790,1261,3.132.897,17.42,3264062,5017
2026-08-16,YouTube,YT-Shorts-Bumper,82845,741,1.981.139,8.05,1595546,2283
2026-08-16,Email,EM-Newsletter-Mingguan,86588,4253,5.756.940,246.95,59461109,3711
2026-08-16,Email,EM-Abandoned-Cart,85699,3321,4.322.123,183.89,52147005,5243
2026-08-16,Email,EM-Winback-90d,24146,1168,1.575.020,73.24,15906203,836
2026-08-16,Marketplace,MP-Flash-Sale,352685,8095,10.143.068,416.87,62489857,9483
2026-08-16,Marketplace,MP-Sponsored-Product,540409,10966,12.153.933,823.23,144596878,20031
2026-08-16,Marketplace,MP-Affiliate-KOL,326007,6497,7.470.246,484.47,81306870,8991
2026-08-17,Instagram,IG-Prospecting-Video,465617,7677,23.929.341,237.73,43683831,19993
2026-08-17,Instagram,IG-Retargeting-Carousel,580996,10154,29.038.408,202.33,31946319,35041
2026-08-17,Instagram,IG-Brand-Awareness,483000,8274,23.809.295,277.51,44743073,27994
2026-08-17,TikTok,TT-Spark-Ads-KOL,833341,23220,43.446.762,344.92,50067341,44182
2026-08-17,TikTok,TT-Non-Branded-UGC,624083,14391,26.320.193,307.46,38820136,35657
2026-08-17,TikTok,TT-Live-Shopping,826672,18092,36.674.190,357.61,51693108,34976
2026-08-17,Google Ads,GAD-Search-Brand,111077,3841,26.442.353,178.82,55625460,6562
2026-08-17,Google Ads,GAD-Search-NonBrand,138058,3940,24.338.580,127.48,37709129,7870
2026-08-17,Google Ads,GAD-PMax-Catalog,107380,3041,20.074.158,102.31,28310615,6212
2026-08-17,YouTube,YT-Instream-Skippable,46586,495,1.095.964,7.46,1755347,2624
2026-08-17,YouTube,YT-Shorts-Bumper,140458,1099,2.739.277,14.7,3007383,3144
2026-08-17,Email,EM-Newsletter-Mingguan,55875,2363,2.795.191,139.2,39889620,3368
2026-08-17,Email,EM-Abandoned-Cart,90328,4810,5.830.243,268.71,68258275,3389
2026-08-17,Email,EM-Winback-90d,42970,2147,2.741.450,122.59,30359903,1391
2026-08-17,Marketplace,MP-Flash-Sale,240191,5695,6.010.201,345.8,58910047,14753
2026-08-17,Marketplace,MP-Sponsored-Product,116049,2816,3.324.340,182.36,27679396,5375
2026-08-17,Marketplace,MP-Affiliate-KOL,336696,6773,8.124.782,387.97,60027447,14143
2026-08-18,Instagram,IG-Prospecting-Video,563245,12393,35.425.262,387.65,64148508,31293
2026-08-18,Instagram,IG-Retargeting-Carousel,202767,4296,12.562.859,91.03,17104554,11624
2026-08-18,Instagram,IG-Brand-Awareness,544612,11896,37.024.326,334.32,55187950,26462
2026-08-18,TikTok,TT-Spark-Ads-KOL,236108,5375,9.104.394,132.26,17809368,14063
2026-08-18,TikTok,TT-Non-Branded-UGC,369106,7259,14.591.707,171.28,20923671,22499
2026-08-18,TikTok,TT-Live-Shopping,567108,12787,22.446.761,298.52,41396733,27385
2026-08-18,Google Ads,GAD-Search-Brand,296735,9108,61.077.064,438.38,131193250,13424
2026-08-18,Google Ads,GAD-Search-NonBrand,165487,5026,30.953.435,258.88,78394889,8808
2026-08-18,Google Ads,GAD-PMax-Catalog,141663,4208,31.109.382,185.13,57628609,8046
2026-08-18,YouTube,YT-Instream-Skippable,135105,1390,3.632.088,20.72,4774749,6492
2026-08-18,YouTube,YT-Shorts-Bumper,52627,438,1.076.544,6.69,1220625,2553
2026-08-18,Email,EM-Newsletter-Mingguan,32071,1709,2.319.806,71.16,15590003,672
2026-08-18,Email,EM-Abandoned-Cart,67372,3354,3.957.470,211.8,57563680,3392
2026-08-18,Email,EM-Winback-90d,39488,2079,2.448.162,80.89,19322126,2487
2026-08-18,Marketplace,MP-Flash-Sale,211055,3749,4.050.908,193.06,26944128,6918
2026-08-18,Marketplace,MP-Sponsored-Product,132135,2672,3.316.409,144.16,21537748,2822
2026-08-18,Marketplace,MP-Affiliate-KOL,124670,2430,2.761.783,151.93,23111351,7653
2026-08-19,Instagram,IG-Prospecting-Video,166098,3383,10.801.893,94.31,19424948,6520
2026-08-19,Instagram,IG-Retargeting-Carousel,154253,2814,8.960.531,71.24,13082511,4888
2026-08-19,Instagram,IG-Brand-Awareness,502057,11010,32.550.577,320.98,62003522,29752
2026-08-19,TikTok,TT-Spark-Ads-KOL,487630,9755,15.997.384,203.83,31984199,18854
2026-08-19,TikTok,TT-Non-Branded-UGC,1211094,29503,59.660.472,551.06,73329433,24283
2026-08-19,TikTok,TT-Live-Shopping,720850,15842,24.242.851,386.67,60061416,31796
2026-08-19,Google Ads,GAD-Search-Brand,225316,6650,44.939.071,263.46,74475880,10256
2026-08-19,Google Ads,GAD-Search-NonBrand,79705,2533,15.948.734,97.39,23308583,2151
2026-08-19,Google Ads,GAD-PMax-Catalog,176050,5309,39.244.039,242.1,62378192,9525
2026-08-19,YouTube,YT-Instream-Skippable,73243,766,1.698.579,10.72,2686845,2716
2026-08-19,YouTube,YT-Shorts-Bumper,98800,757,1.896.208,11.98,2139985,4330
2026-08-19,Email,EM-Newsletter-Mingguan,87401,3881,4.940.981,245.9,65911699,4100
2026-08-19,Email,EM-Abandoned-Cart,78273,2992,3.948.245,117.05,30480527,4196
2026-08-19,Email,EM-Winback-90d,48788,2538,2.750.863,122.57,32911646,2676
2026-08-19,Marketplace,MP-Flash-Sale,109688,2705,2.975.267,172.2,22871745,3736
2026-08-19,Marketplace,MP-Sponsored-Product,448037,7866,8.881.411,547.39,93435144,14209
2026-08-19,Marketplace,MP-Affiliate-KOL,288170,5521,7.036.385,440.78,63072253,8589
2026-08-20,Instagram,IG-Prospecting-Video,500485,10629,33.951.628,293.77,56690298,26522
2026-08-20,Instagram,IG-Retargeting-Carousel,424696,8062,22.920.031,164.74,26598556,14007
2026-08-20,Instagram,IG-Brand-Awareness,361299,6746,19.590.832,207.0,41638126,25146
2026-08-20,TikTok,TT-Spark-Ads-KOL,865955,18729,33.246.052,376.51,58558974,45071
2026-08-20,TikTok,TT-Non-Branded-UGC,903610,25493,52.702.591,478.5,59745955,48803
2026-08-20,TikTok,TT-Live-Shopping,622499,16488,27.225.741,387.23,48419486,25524
2026-08-20,Google Ads,GAD-Search-Brand,137315,3737,24.812.426,124.77,28719640,7809
2026-08-20,Google Ads,GAD-Search-NonBrand,281678,7246,42.355.931,270.08,69397349,14450
2026-08-20,Google Ads,GAD-PMax-Catalog,84928,2957,19.949.934,133.63,34630519,2762
2026-08-20,YouTube,YT-Instream-Skippable,44976,400,912.221,4.37,1034721,3021
2026-08-20,YouTube,YT-Shorts-Bumper,142684,1499,3.682.028,22.95,4241356,3287
2026-08-20,Email,EM-Newsletter-Mingguan,20027,1049,1.118.554,42.05,11825580,843
2026-08-20,Email,EM-Abandoned-Cart,42109,1601,1.954.863,91.64,20965519,1645
2026-08-20,Email,EM-Winback-90d,28199,1159,1.457.043,63.81,13073359,1105
2026-08-20,Marketplace,MP-Flash-Sale,484369,10657,14.467.005,638.93,111316243,20684
2026-08-20,Marketplace,MP-Sponsored-Product,213224,3766,3.932.981,259.67,45332469,6329
2026-08-20,Marketplace,MP-Affiliate-KOL,354221,6713,8.599.062,421.74,65736569,11391
2026-08-21,Instagram,IG-Prospecting-Video,430595,7366,26.821.852,189.54,39064223,15312
2026-08-21,Instagram,IG-Retargeting-Carousel,608620,9671,29.490.126,231.28,41892911,12418
2026-08-21,Instagram,IG-Brand-Awareness,437205,6656,23.441.135,178.06,37900417,17970
2026-08-21,TikTok,TT-Spark-Ads-KOL,375289,10479,17.965.020,235.31,33662155,20543
2026-08-21,TikTok,TT-Non-Branded-UGC,1167916,26137,53.581.858,530.43,74612425,47808
2026-08-21,TikTok,TT-Live-Shopping,384466,10295,16.970.334,151.24,16994526,11977
2026-08-21,Google Ads,GAD-Search-Brand,122149,3391,25.036.654,164.37,42555837,6963
2026-08-21,Google Ads,GAD-Search-NonBrand,98498,3652,20.701.093,145.64,33586105,2537
2026-08-21,Google Ads,GAD-PMax-Catalog,116545,3737,20.965.249,183.79,42378137,3484
2026-08-21,YouTube,YT-Instream-Skippable,66526,687,1.676.530,9.02,1727525,1402
2026-08-21,YouTube,YT-Shorts-Bumper,167406,1286,2.973.465,20.21,4776108,4277
2026-08-21,Email,EM-Newsletter-Mingguan,78927,3253,4.092.401,198.31,56132564,5435
2026-08-21,Email,EM-Abandoned-Cart,101465,5374,5.760.733,215.4,60664071,6062
2026-08-21,Email,EM-Winback-90d,31181,1362,1.868.494,75.01,16843042,696
2026-08-21,Marketplace,MP-Flash-Sale,317758,6768,7.701.288,512.94,69061852,18996
2026-08-21,Marketplace,MP-Sponsored-Product,519561,12955,14.189.884,1025.79,139678153,22618
2026-08-21,Marketplace,MP-Affiliate-KOL,317875,6698,8.387.883,498.67,79473617,14282
2026-08-22,Instagram,IG-Prospecting-Video,424688,7460,25.417.661,219.57,41561883,14192
2026-08-22,Instagram,IG-Retargeting-Carousel,477703,9134,26.770.541,182.9,31165413,30171
2026-08-22,Instagram,IG-Brand-Awareness,382947,8186,29.617.733,226.51,41106016,18201
2026-08-22,TikTok,TT-Spark-Ads-KOL,403660,9473,17.480.506,169.79,22699997,20609
2026-08-22,TikTok,TT-Non-Branded-UGC,805529,18629,31.690.835,422.07,54812333,23343
2026-08-22,TikTok,TT-Live-Shopping,621668,14079,27.947.091,212.75,28911219,32440
2026-08-22,Google Ads,GAD-Search-Brand,364829,9493,53.157.222,314.67,77595068,10884
2026-08-22,Google Ads,GAD-Search-NonBrand,167067,5833,35.347.944,275.83,81091506,11678
2026-08-22,Google Ads,GAD-PMax-Catalog,414257,14074,77.992.309,739.95,189345805,25317
2026-08-22,YouTube,YT-Instream-Skippable,170906,1562,3.924.480,23.38,4984942,7799
2026-08-22,YouTube,YT-Shorts-Bumper,151466,1380,3.559.368,16.9,3606078,6936
2026-08-22,Email,EM-Newsletter-Mingguan,104086,5214,6.804.879,266.92,61471741,3059
2026-08-22,Email,EM-Abandoned-Cart,100513,4086,4.989.755,207.89,48951932,4913
2026-08-22,Email,EM-Winback-90d,41844,1547,2.043.000,94.36,21942554,1714
2026-08-22,Marketplace,MP-Flash-Sale,481034,11228,12.770.182,751.39,99943524,28510
2026-08-22,Marketplace,MP-Sponsored-Product,543823,13488,16.816.047,804.22,132264195,27404
2026-08-22,Marketplace,MP-Affiliate-KOL,695012,12868,15.601.821,794.63,112811059,17675
2026-08-23,Instagram,IG-Prospecting-Video,512611,10981,30.967.076,228.76,44163148,11074
2026-08-23,Instagram,IG-Retargeting-Carousel,593299,9600,34.988.722,196.75,34554588,18779
2026-08-23,Instagram,IG-Brand-Awareness,488095,7431,21.439.028,200.01,42586234,19789
2026-08-23,TikTok,TT-Spark-Ads-KOL,437030,10642,16.676.886,204.83,32019792,27657
2026-08-23,TikTok,TT-Non-Branded-UGC,425743,9941,17.757.933,215.38,30172395,28507
2026-08-23,TikTok,TT-Live-Shopping,1018232,26244,40.259.338,449.52,53399854,23621
2026-08-23,Google Ads,GAD-Search-Brand,223870,7012,50.761.720,368.31,99800845,10926
2026-08-23,Google Ads,GAD-Search-NonBrand,279821,9996,68.881.423,420.26,123787437,9758
2026-08-23,Google Ads,GAD-PMax-Catalog,295328,7965,57.987.922,296.75,88010475,12667
2026-08-23,YouTube,YT-Instream-Skippable,176185,1720,4.679.121,23.27,4563289,11193
2026-08-23,YouTube,YT-Shorts-Bumper,96050,837,2.126.916,14.69,3401101,2964
2026-08-23,Email,EM-Newsletter-Mingguan,81238,3816,3.997.351,252.49,53740245,4738
2026-08-23,Email,EM-Abandoned-Cart,52970,2196,2.604.905,115.15,24199093,2899
2026-08-23,Email,EM-Winback-90d,88144,356,5.178.575,277.25,56809451,2268
2026-08-23,Marketplace,MP-Flash-Sale,585390,13516,14.118.354,879.4,142024931,18800
2026-08-23,Marketplace,MP-Sponsored-Product,558416,13230,14.306.812,1026.93,136304899,13975
2026-08-23,Marketplace,MP-Affiliate-KOL,301111,6047,7.830.529,306.78,51692296,8333
2026-08-24,Instagram,IG-Prospecting-Video,275779,4152,12.154.554,121.04,24493891,17050
2026-08-24,Instagram,IG-Retargeting-Carousel,554642,11149,34.506.425,360.42,63871464,12546
2026-08-24,Instagram,IG-Brand-Awareness,148288,3036,9.351.228,99.54,17190331,3643
2026-08-24,TikTok,TT-Spark-Ads-KOL,765166,17168,32.467.746,279.11,34160223,49058
2026-08-24,TikTok,TT-Non-Branded-UGC,1121338,23337,40.943.868,373.29,43740151,40769
2026-08-24,TikTok,TT-Live-Shopping,694673,14719,29.982.825,293.07,34517703,21319
2026-08-24,Google Ads,GAD-Search-Brand,130661,3892,24.456.532,151.03,40903068,3044
2026-08-24,Google Ads,GAD-Search-NonBrand,269746,7924,47.156.491,261.93,67075124,13472
2026-08-24,Google Ads,GAD-PMax-Catalog,253107,7960,57.178.940,432.87,105568973,17199
2026-08-24,YouTube,YT-Instream-Skippable,134651,1380,3.780.335,21.69,4977051,4929
2026-08-24,YouTube,YT-Shorts-Bumper,135937,1197,2.858.283,20.42,4148632,6855
2026-08-24,Email,EM-Newsletter-Mingguan,57854,2811,3.461.664,125.85,36120627,1830
2026-08-24,Email,EM-Abandoned-Cart,71562,3040,3.929.740,179.21,45889323,1646
2026-08-24,Email,EM-Winback-90d,42248,1673,1.728.918,73.57,20714202,2108
2026-08-24,Marketplace,MP-Flash-Sale,547372,10707,13.402.104,618.77,107050843,25203
2026-08-24,Marketplace,MP-Sponsored-Product,544629,10469,13.870.898,511.26,76547123,17489
2026-08-24,Marketplace,MP-Affiliate-KOL,384987,8618,10.923.280,489.02,83515879,19405
2026-08-25,Instagram,IG-Prospecting-Video,404773,7316,26.007.690,143.29,23181265,11991
2026-08-25,Instagram,IG-Retargeting-Carousel,522349,8520,28.022.154,177.32,37427803,34784
2026-08-25,Instagram,IG-Brand-Awareness,285451,5756,19.644.432,137.88,23868424,8227
2026-08-25,TikTok,TT-Spark-Ads-KOL,617365,14510,24.330.733,303.15,44955418,14817
2026-08-25,TikTok,TT-Non-Branded-UGC,1538547,32018,57.723.922,603.94,88267445,89261
2026-08-25,TikTok,TT-Live-Shopping,1548941,30034,59.803.674,547.7,80653815,102349
2026-08-25,Google Ads,GAD-Search-Brand,242171,8188,52.641.053,306.58,82884226,9386
2026-08-25,Google Ads,GAD-Search-NonBrand,237039,6280,36.593.183,265.9,65302726,4893
2026-08-25,Google Ads,GAD-PMax-Catalog,266643,8238,60.617.435,435.64,138895141,10308
2026-08-25,YouTube,YT-Instream-Skippable,142498,1402,2.898.349,19.13,4710018,5592
2026-08-25,YouTube,YT-Shorts-Bumper,132726,1229,3.314.502,15.32,3547229,6036
2026-08-25,Email,EM-Newsletter-Mingguan,77379,3839,5.196.462,216.94,57662298,2485
2026-08-25,Email,EM-Abandoned-Cart,32538,1575,2.002.131,90.13,23273524,1076
2026-08-25,Email,EM-Winback-90d,73825,3062,4.172.625,168.85,46380543,1522
2026-08-25,Marketplace,MP-Flash-Sale,618510,15155,18.655.613,939.55,169710815,28406
2026-08-25,Marketplace,MP-Sponsored-Product,252793,6009,6.782.790,341.91,62995884,13379
2026-08-25,Marketplace,MP-Affiliate-KOL,343745,6963,8.926.783,549.06,74985934,17809
2026-08-26,Instagram,IG-Prospecting-Video,658908,10448,37.745.590,315.59,57759152,23329
2026-08-26,Instagram,IG-Retargeting-Carousel,933349,13824,46.843.707,283.38,54194731,49212
2026-08-26,Instagram,IG-Brand-Awareness,589655,10362,30.153.473,306.37,51787188,39757
2026-08-26,TikTok,TT-Spark-Ads-KOL,1047183,21972,35.785.433,326.65,48106217,34523
2026-08-26,TikTok,TT-Non-Branded-UGC,1477840,37268,74.494.833,774.24,92812344,51216
2026-08-26,TikTok,TT-Live-Shopping,777896,17491,31.274.545,356.29,51049955,19479
2026-08-26,Google Ads,GAD-Search-Brand,116552,2901,21.614.394,130.41,30891943,5375
2026-08-26,Google Ads,GAD-Search-NonBrand,92965,3443,25.282.221,169.02,46004906,3426
2026-08-26,Google Ads,GAD-PMax-Catalog,214354,7682,54.679.220,419.34,132537992,11415
2026-08-26,YouTube,YT-Instream-Skippable,97574,874,1.845.101,11.39,2416481,5358
2026-08-26,YouTube,YT-Shorts-Bumper,202740,1648,4.392.531,24.94,4963892,11143
2026-08-26,Email,EM-Newsletter-Mingguan,98725,4756,5.665.154,269.83,64410266,2902
2026-08-26,Email,EM-Abandoned-Cart,139693,7229,8.311.492,279.9,58174985,8434
2026-08-26,Email,EM-Winback-90d,55853,2679,3.323.358,132.54,27944356,2312
2026-08-26,Marketplace,MP-Flash-Sale,790638,19837,26.697.917,1550.65,266067109,27430
2026-08-26,Marketplace,MP-Sponsored-Product,231742,4906,6.516.861,334.22,53183704,6116
2026-08-26,Marketplace,MP-Affiliate-KOL,564455,12674,16.918.964,853.17,120183265,23885
2026-08-27,Instagram,IG-Prospecting-Video,275111,4562,15.707.789,102.77,20550254,6732
2026-08-27,Instagram,IG-Retargeting-Carousel,510269,8157,29.255.510,267.42,55321133,15828
2026-08-27,Instagram,IG-Brand-Awareness,351849,7544,21.503.451,160.39,30773103,19799
2026-08-27,TikTok,TT-Spark-Ads-KOL,511953,14115,27.436.800,338.57,47384019,26724
2026-08-27,TikTok,TT-Non-Branded-UGC,923838,24265,45.539.316,442.55,61143211,58024
2026-08-27,TikTok,TT-Live-Shopping,1283795,26075,41.149.364,395.46,57900527,85835
2026-08-27,Google Ads,GAD-Search-Brand,281823,8274,61.109.383,423.74,119459559,5660
2026-08-27,Google Ads,GAD-Search-NonBrand,108937,3846,23.646.030,208.2,54556131,5879
2026-08-27,Google Ads,GAD-PMax-Catalog,346160,11167,70.306.698,409.07,113840442,14895
2026-08-27,YouTube,YT-Instream-Skippable,86447,932,2.207.186,13.37,2978346,2359
2026-08-27,YouTube,YT-Shorts-Bumper,185730,1908,4.315.944,28.83,7244105,4861
2026-08-27,Email,EM-Newsletter-Mingguan,130076,5932,7.107.223,364.76,95985267,5052
2026-08-27,Email,EM-Abandoned-Cart,112394,5848,7.507.689,258.24,70261724,6184
2026-08-27,Email,EM-Winback-90d,35103,1407,1.634.092,73.08,20951175,1859
2026-08-27,Marketplace,MP-Flash-Sale,756732,16196,20.472.604,969.77,179868133,43804
2026-08-27,Marketplace,MP-Sponsored-Product,384510,7374,8.039.330,534.7,95285064,15261
2026-08-27,Marketplace,MP-Affiliate-KOL,252510,5473,7.257.089,417.82,71131144,10827
